MessageId,Suspicious_Level
48952,1
49317,1
208207,1
20513,2
12191,1
208194,1
208225,1
23182,1
168523,2
168577,1
51894,2
122196,1
168526,1
34811,1
122171,1
65812,1
122209,1
214835,1
214775,1
208237,1
168646,3
209037,1
208297,1
15211,1
65790,1
46498,1
51867,1
168601,2
208392,1
36565,1
208974,1
11778,2
49282,3
208353,1
208251,1
48950,1
48933,2
168570,2
208290,2
15212,1
51902,2
209013,1
12784,1
19606,3
122236,1
168639,1
168534,2
4248,1
5888,2
209000,1
208952,2
48925,1
31633,1
65818,1
65795,1
46482,1
168579,2
122208,2
208402,1
208391,2
7635,3
214847,2
168578,1
65814,1
46522,1
65817,1
12194,1
214887,1
51918,2
47453,2
122187,2
6716,1
208953,1
208232,2
36573,2
208414,1
208341,1
15598,1
48968,1
3882,1
48957,2
214850,2
168643,1
208986,1
122168,1
208325,1
214781,1
65778,1
214833,1
208221,1
208355,1
122203,1
46479,1
208416,1
34789,1
208948,1
168522,2
34817,2
209021,1
46505,2
40781,1
34820,1
208226,2
65813,1
208220,1
208348,1
168521,1
214836,1
214843,1
47449,2
214815,1
208430,1
208357,1
208995,1
208951,1
122265,1
4250,1
168607,1
122186,1
168527,2
48936,2
5876,1
31645,2
209069,1
122233,2
48963,1
122212,1
209015,1
208269,1
40762,2
65781,2
209068,1
168632,1
15689,3
214889,1
208439,1
214796,1
6712,1
36524,1
214841,1
209051,1
208942,1
28350,1
17286,1
168584,1
65819,1
23164,1
214837,3
5879,1
208284,2
6162,1
47441,1
24169,1
46520,2
122239,1
49255,2
122213,1
49248,2
122183,2
122200,2
168656,1
209055,1
7636,2
214818,1
40761,1
214810,1
208417,2
6718,1
208436,2
23165,1
208254,1
28358,2
208271,1
168617,1
48944,1
208283,2
36513,1
36545,1
208422,1
208293,1
40779,2
168530,1
15686,1
209058,1
214803,2
23171,1
6723,1
208980,1
31648,1
48949,2
36533,1
11783,1
46518,1
46495,1
208314,1
208396,2
49303,1
49269,1
15218,1
4246,1
65802,1
168562,2
12083,2
46491,1
49318,2
34812,1
17284,2
168636,2
65779,1
168635,2
34830,1
214845,1
36567,1
5881,1
13225,1
40782,2
208318,2
13226,1
208300,1
208434,1
122242,1
47451,2
208224,1
214814,2
50439,1
214826,1
46477,1
47439,1
208200,1
51854,1
49297,2
24170,1
34798,1
208265,1
11777,1
208320,1
51872,1
5880,1
24173,1
208285,2
214892,3
46503,1
168537,1
214844,1
34804,1
47436,1
34793,2
168571,1
214824,1
23172,1
214838,1
208412,1
208313,1
34831,1
36542,3
15682,1
168644,2
65794,1
208424,1
50446,2
15663,1
49252,1
122245,2
208427,1
208323,1
208346,1
208202,1
65808,2
208227,1
10556,1
19609,2
168595,2
168599,1
168536,1
46489,1
15217,1
209063,1
208983,1
208973,1
51904,1
19602,2
168633,1
31638,1
208294,1
168575,1
19695,1
122170,1
168613,1
214822,1
65800,1
15488,1
208411,1
208333,1
34790,1
46480,1
12781,1
47467,1
208199,1
209085,2
214793,1
122199,1
214794,1
122177,1
40785,1
15661,1
214853,1
49254,2
214834,1
214816,1
6159,1
23185,2
46499,1
4245,1
47454,1
214788,2
122190,1
19610,1
15658,1
